pid,category,brand,color,quality,price
81,Laptop,Apple,silver,0.704747576,500
82,Laptop,Apple,midnight,0.704747576,500
83,Laptop,Apple,grey,0.704747576,500
84,Laptop,Apple,midnight,0.704747576,500
85,Laptop,Apple,silver,0.704747576,500
86,Laptop,Apple,midnight,0.704747576,500
87,Laptop,Apple,starlight,0.704747576,500
88,Laptop,Apple,starlight,0.704747576,500
89,Laptop,Apple,grey,0.704747576,500
90,Laptop,Apple,grey,0.704747576,500
91,Laptop,Apple,starlight,0.704747576,500
92,Laptop,Apple,midnight,0.704747576,500
93,Laptop,Apple,silver,0.704747576,500
94,Laptop,Apple,silver,0.704747576,500
95,Laptop,Apple,starlight,0.704747576,500
96,Laptop,Apple,silver,0.704747576,500
97,Laptop,Apple,silver,0.704747576,500
98,Laptop,Apple,midnight,0.704747576,500
99,Laptop,Apple,grey,0.704747576,500
100,Laptop,Apple,silver,0.704747576,500
101,Laptop,Apple,midnight,0.704747576,500
102,Laptop,Apple,starlight,0.704747576,500
103,Laptop,Apple,starlight,0.704747576,500
104,Laptop,Apple,midnight,0.704747576,500
105,Laptop,Apple,grey,0.704747576,500
106,Laptop,Apple,starlight,0.704747576,500
107,Laptop,Apple,grey,0.704747576,500
108,Laptop,Apple,midnight,0.704747576,500
109,Laptop,Apple,silver,0.704747576,500
110,Laptop,Apple,starlight,0.704747576,500
111,Laptop,Apple,starlight,0.704747576,500
112,Laptop,Apple,midnight,0.704747576,500
113,Laptop,Apple,starlight,0.704747576,500
114,Laptop,Apple,grey,0.704747576,500
115,Laptop,Apple,silver,0.704747576,500
116,Laptop,Apple,silver,0.704747576,500
117,Laptop,Apple,silver,0.704747576,500
118,Laptop,Apple,midnight,0.704747576,500
119,Laptop,Apple,starlight,0.704747576,500
120,Laptop,Apple,silver,0.704747576,500
121,Laptop,Apple,midnight,0.704747576,500
122,Laptop,Apple,midnight,0.704747576,500
123,Laptop,Apple,grey,0.704747576,500
124,Laptop,Apple,grey,0.704747576,500
125,Laptop,Apple,silver,0.704747576,500
126,Laptop,Apple,silver,0.704747576,500
127,Laptop,Apple,grey,0.704747576,500
128,Laptop,Apple,starlight,0.704747576,500
129,Laptop,Apple,grey,0.704747576,500
130,Laptop,Apple,starlight,0.704747576,500
131,Laptop,Apple,grey,0.704747576,500
132,Laptop,Apple,starlight,0.704747576,500
133,Laptop,Apple,midnight,0.704747576,500
134,Laptop,Apple,starlight,0.704747576,500
135,Laptop,Apple,starlight,0.704747576,500
136,Laptop,Apple,grey,0.704747576,500
137,Laptop,Apple,silver,0.704747576,500
138,Laptop,Apple,midnight,0.704747576,500
139,Laptop,Apple,starlight,0.704747576,500
140,Laptop,Apple,starlight,0.704747576,500
141,Laptop,Apple,midnight,0.704747576,500
142,Laptop,Apple,silver,0.704747576,500
143,Laptop,Apple,starlight,0.704747576,500
144,Laptop,Apple,grey,0.704747576,500
145,Laptop,Apple,midnight,0.704747576,500
146,Laptop,Apple,midnight,0.704747576,500
147,Laptop,Apple,midnight,0.704747576,500
148,Laptop,Apple,midnight,0.704747576,500
149,Laptop,Apple,starlight,0.704747576,500
150,Laptop,Apple,grey,0.704747576,500
151,Laptop,Apple,starlight,0.704747576,500
152,Laptop,Apple,starlight,0.704747576,500
153,Laptop,Apple,midnight,0.704747576,500
154,Laptop,Apple,grey,0.704747576,500
155,Laptop,Apple,silver,0.704747576,500
156,Laptop,Apple,grey,0.704747576,500
157,Laptop,Apple,silver,0.704747576,500
158,Laptop,Apple,grey,0.704747576,500
159,Laptop,Apple,midnight,0.704747576,500
160,Laptop,Apple,starlight,0.704747576,500
161,Laptop,Apple,midnight,0.704747576,500
162,Laptop,Apple,grey,0.704747576,500
163,Laptop,Apple,grey,0.704747576,500
164,Laptop,Apple,starlight,0.704747576,500
165,Laptop,Apple,midnight,0.704747576,500
166,Laptop,Apple,silver,0.704747576,500
167,Laptop,Apple,midnight,0.704747576,500
168,Laptop,Apple,silver,0.704747576,500
169,Laptop,Apple,midnight,0.704747576,500
170,Laptop,Apple,starlight,0.704747576,500
171,Laptop,Apple,silver,0.704747576,500
172,Laptop,Apple,grey,0.704747576,500
173,Laptop,Apple,midnight,0.704747576,500
174,Laptop,Apple,midnight,0.704747576,500
175,Laptop,Apple,silver,0.704747576,500
176,Laptop,Apple,midnight,0.704747576,500
177,Laptop,Apple,silver,0.704747576,500
178,Laptop,Apple,silver,0.704747576,500
179,Laptop,Apple,starlight,0.704747576,500
180,Laptop,Apple,midnight,0.704747576,500
181,Laptop,Apple,silver,0.704747576,500
182,Laptop,Apple,midnight,0.704747576,500
183,Laptop,Apple,midnight,0.704747576,500
184,Laptop,Apple,starlight,0.704747576,500
185,Laptop,Apple,grey,0.704747576,500
186,Laptop,Apple,starlight,0.704747576,500
187,Laptop,Apple,silver,0.704747576,500
188,Laptop,Apple,midnight,0.704747576,500
189,Laptop,Apple,grey,0.704747576,500
190,Laptop,Apple,grey,0.704747576,500
191,Laptop,Apple,grey,0.704747576,500
192,Laptop,Apple,starlight,0.704747576,500
193,Laptop,Apple,midnight,0.704747576,500
194,Laptop,Apple,starlight,0.704747576,500
195,Laptop,Apple,silver,0.704747576,500
196,Laptop,Apple,grey,0.704747576,500
197,Laptop,Apple,grey,0.704747576,500
198,Laptop,Apple,starlight,0.704747576,500
199,Laptop,Apple,starlight,0.704747576,500
200,Laptop,Apple,grey,0.704747576,500
201,Laptop,Apple,silver,0.704747576,500
202,Laptop,Apple,starlight,0.704747576,500
203,Laptop,Apple,midnight,0.704747576,500
204,Laptop,Apple,grey,0.704747576,500
205,Laptop,Apple,starlight,0.704747576,500
206,Laptop,Apple,midnight,0.704747576,500
207,Laptop,Apple,grey,0.704747576,500
208,Laptop,Apple,starlight,0.704747576,500
209,Laptop,Apple,silver,0.704747576,500
210,Laptop,Apple,midnight,0.704747576,500
211,Laptop,Apple,starlight,0.704747576,500
212,Laptop,Apple,grey,0.704747576,500
213,Laptop,Apple,silver,0.704747576,500
214,Laptop,Apple,silver,0.704747576,500
215,Laptop,Apple,grey,0.704747576,500
216,Laptop,Apple,midnight,0.704747576,500
217,Laptop,Apple,starlight,0.704747576,500
218,Laptop,Apple,starlight,0.704747576,500
219,Laptop,Apple,silver,0.704747576,500
220,Laptop,Apple,grey,0.704747576,500
221,Laptop,Apple,starlight,0.704747576,500
222,Laptop,Apple,midnight,0.704747576,500
223,Laptop,Apple,silver,0.704747576,500
224,Laptop,Apple,grey,0.704747576,500
225,Laptop,Apple,silver,0.704747576,500
226,Laptop,Apple,starlight,0.704747576,500
227,Laptop,Apple,midnight,0.704747576,500
228,Laptop,Apple,grey,0.704747576,500
229,Laptop,Apple,starlight,0.704747576,500
230,Laptop,Apple,midnight,0.704747576,500
231,Laptop,Apple,silver,0.704747576,500
232,Laptop,Apple,starlight,0.704747576,500
233,Laptop,Apple,starlight,0.704747576,500
234,Laptop,Apple,starlight,0.704747576,500
235,Laptop,Apple,grey,0.704747576,500
236,Laptop,Apple,midnight,0.704747576,500
237,Laptop,Apple,midnight,0.704747576,500
238,Laptop,Apple,grey,0.704747576,500
239,Laptop,Apple,grey,0.704747576,500
240,Laptop,Apple,starlight,0.704747576,500
241,Laptop,Apple,starlight,0.704747576,500
242,Laptop,Apple,starlight,0.704747576,500
243,Laptop,Apple,midnight,0.704747576,500
244,Laptop,Apple,midnight,0.704747576,500
245,Laptop,Apple,silver,0.704747576,500
246,Laptop,Apple,grey,0.704747576,500
247,Laptop,Apple,starlight,0.704747576,500
248,Laptop,Apple,starlight,0.704747576,500
249,Laptop,Apple,midnight,0.704747576,500
250,Laptop,Apple,grey,0.704747576,500
251,Laptop,Apple,starlight,0.704747576,500
252,Laptop,Apple,silver,0.704747576,500
253,Laptop,Apple,starlight,0.704747576,500
254,Laptop,Apple,midnight,0.704747576,500
255,Laptop,Apple,silver,0.704747576,500
256,Laptop,Apple,starlight,0.704747576,500
257,Laptop,Apple,starlight,0.704747576,500
258,Laptop,Apple,grey,0.704747576,500
259,Laptop,Apple,grey,0.704747576,500
260,Laptop,Apple,silver,0.704747576,500
261,Laptop,Apple,starlight,0.704747576,500
262,Laptop,Apple,grey,0.704747576,500
263,Laptop,Apple,starlight,0.704747576,500
264,Laptop,Apple,silver,0.704747576,500
265,Laptop,Apple,silver,0.704747576,500
266,Laptop,Apple,starlight,0.704747576,500
267,Laptop,Apple,silver,0.704747576,500
268,Laptop,Apple,silver,0.704747576,500
269,Laptop,Apple,midnight,0.704747576,500
270,Laptop,Apple,starlight,0.704747576,500
271,Laptop,Apple,grey,0.704747576,500
272,Laptop,Apple,starlight,0.704747576,500
273,Laptop,Apple,starlight,0.704747576,500
274,Laptop,Apple,silver,0.704747576,500
275,Laptop,Apple,silver,0.704747576,500
276,Laptop,Apple,silver,0.704747576,500
277,Laptop,Apple,grey,0.704747576,500
278,Laptop,Apple,midnight,0.704747576,500
279,Laptop,Apple,grey,0.704747576,500
280,Laptop,Apple,silver,0.704747576,500
281,Laptop,Apple,starlight,0.704747576,500
282,Laptop,Apple,grey,0.704747576,500
283,Laptop,Apple,midnight,0.704747576,500
284,Laptop,Apple,midnight,0.704747576,500
285,Laptop,Apple,starlight,0.704747576,500
286,Laptop,Apple,starlight,0.704747576,500
287,Laptop,Apple,midnight,0.704747576,500
288,Laptop,Apple,grey,0.704747576,500
289,Laptop,Apple,starlight,0.704747576,500
290,Laptop,Apple,silver,0.704747576,500
291,Laptop,Apple,starlight,0.704747576,500
292,Laptop,Apple,midnight,0.704747576,500
293,Laptop,Apple,midnight,0.704747576,500
294,Laptop,Apple,midnight,0.704747576,500
295,Laptop,Apple,midnight,0.704747576,500
296,Laptop,Apple,starlight,0.704747576,500
297,Laptop,Apple,midnight,0.704747576,500
298,Laptop,Apple,midnight,0.704747576,500
299,Laptop,Apple,grey,0.704747576,500
300,Laptop,Apple,midnight,0.704747576,500
301,Laptop,Apple,starlight,0.704747576,500
302,Laptop,Apple,starlight,0.704747576,500
303,Laptop,Apple,starlight,0.704747576,500
304,Laptop,Apple,silver,0.704747576,500
305,Laptop,Apple,midnight,0.704747576,500
306,Laptop,Apple,starlight,0.704747576,500
307,Laptop,Apple,silver,0.704747576,500
308,Laptop,Apple,silver,0.704747576,500
309,Laptop,Apple,starlight,0.704747576,500
310,Laptop,Apple,silver,0.704747576,500
311,Laptop,Apple,grey,0.704747576,500
312,Laptop,Apple,silver,0.704747576,500
313,Laptop,Apple,grey,0.704747576,500
314,Laptop,Apple,silver,0.704747576,500
315,Laptop,Apple,silver,0.704747576,500
316,Laptop,Apple,midnight,0.704747576,500
317,Laptop,Apple,grey,0.704747576,500
318,Laptop,Apple,midnight,0.704747576,500
319,Laptop,Apple,grey,0.704747576,500
320,Laptop,Apple,grey,0.704747576,500
321,Laptop,Asus,grey,0.704747576,500
322,Laptop,Asus,black,0.704747576,500
323,Laptop,Asus,grey,0.704747576,500
324,Laptop,Asus,grey,0.704747576,500
325,Laptop,Asus,black,0.704747576,500
326,Laptop,Asus,grey,0.704747576,500
327,Laptop,Asus,grey,0.704747576,500
328,Laptop,Asus,black,0.704747576,500
329,Laptop,Asus,grey,0.704747576,500
330,Laptop,Asus,black,0.704747576,500
331,Laptop,Asus,grey,0.704747576,500
332,Laptop,Asus,black,0.704747576,500
333,Laptop,Asus,grey,0.704747576,500
334,Laptop,Asus,black,0.704747576,500
335,Laptop,Asus,black,0.704747576,500
336,Laptop,Asus,black,0.704747576,500
337,Laptop,Asus,grey,0.704747576,500
338,Laptop,Asus,black,0.704747576,500
339,Laptop,Asus,grey,0.704747576,500
340,Laptop,Asus,black,0.704747576,500
341,Laptop,Asus,black,0.704747576,500
342,Laptop,Asus,grey,0.704747576,500
343,Laptop,Asus,black,0.704747576,500
344,Laptop,Asus,black,0.704747576,500
345,Laptop,Asus,grey,0.704747576,500
346,Laptop,Asus,grey,0.704747576,500
347,Laptop,Asus,black,0.704747576,500
348,Laptop,Asus,grey,0.704747576,500
349,Laptop,Asus,black,0.704747576,500
350,Laptop,Asus,grey,0.704747576,500
351,Laptop,Asus,black,0.704747576,500
352,Laptop,Asus,black,0.704747576,500
353,Laptop,Asus,black,0.704747576,500
354,Laptop,Asus,grey,0.704747576,500
355,Laptop,Asus,black,0.704747576,500
356,Laptop,Asus,black,0.704747576,500
357,Laptop,Asus,black,0.704747576,500
358,Laptop,Asus,grey,0.704747576,500
359,Laptop,Asus,black,0.704747576,500
360,Laptop,Asus,grey,0.704747576,500
361,Laptop,Asus,grey,0.704747576,500
362,Laptop,Asus,black,0.704747576,500
363,Laptop,Asus,grey,0.704747576,500
364,Laptop,Asus,black,0.704747576,500
365,Laptop,Asus,black,0.704747576,500
366,Laptop,Asus,black,0.704747576,500
367,Laptop,Asus,grey,0.704747576,500
368,Laptop,Asus,grey,0.704747576,500
369,Laptop,Asus,grey,0.704747576,500
370,Laptop,Asus,black,0.704747576,500
371,Laptop,Asus,black,0.704747576,500
372,Laptop,Asus,grey,0.704747576,500
373,Laptop,Asus,grey,0.704747576,500
374,Laptop,Asus,black,0.704747576,500
375,Laptop,Asus,black,0.704747576,500
376,Laptop,Asus,black,0.704747576,500
377,Laptop,Asus,black,0.704747576,500
378,Laptop,Asus,black,0.704747576,500
379,Laptop,Asus,black,0.704747576,500
380,Laptop,Asus,grey,0.704747576,500
381,Laptop,Asus,black,0.704747576,500
382,Laptop,Asus,black,0.704747576,500
383,Laptop,Asus,grey,0.704747576,500
384,Laptop,Asus,black,0.704747576,500
385,Laptop,Asus,black,0.704747576,500
386,Laptop,Asus,black,0.704747576,500
387,Laptop,Asus,grey,0.704747576,500
388,Laptop,Asus,black,0.704747576,500
389,Laptop,Asus,grey,0.704747576,500
390,Laptop,Asus,grey,0.704747576,500
391,Laptop,Asus,black,0.704747576,500
392,Laptop,Asus,grey,0.704747576,500
393,Laptop,Asus,grey,0.704747576,500
394,Laptop,Asus,black,0.704747576,500
395,Laptop,Asus,grey,0.704747576,500
396,Laptop,Asus,black,0.704747576,500
397,Laptop,Asus,grey,0.704747576,500
398,Laptop,Asus,black,0.704747576,500
399,Laptop,Asus,black,0.704747576,500
400,Laptop,Asus,black,0.704747576,500
401,Laptop,Asus,black,0.704747576,500
402,Laptop,Asus,grey,0.704747576,500
403,Laptop,Asus,black,0.704747576,500
404,Laptop,Asus,grey,0.704747576,500
405,Laptop,Asus,grey,0.704747576,500
406,Laptop,Asus,grey,0.704747576,500
407,Laptop,Asus,grey,0.704747576,500
408,Laptop,Asus,grey,0.704747576,500
409,Laptop,Asus,grey,0.704747576,500
410,Laptop,Asus,black,0.704747576,500
411,Laptop,Asus,grey,0.704747576,500
412,Laptop,Asus,grey,0.704747576,500
413,Laptop,Asus,black,0.704747576,500
414,Laptop,Asus,grey,0.704747576,500
415,Laptop,Asus,grey,0.704747576,500
416,Laptop,Asus,black,0.704747576,500
417,Laptop,Asus,grey,0.704747576,500
418,Laptop,Asus,grey,0.704747576,500
419,Laptop,Asus,black,0.704747576,500
420,Laptop,Asus,grey,0.704747576,500
421,Laptop,Asus,black,0.704747576,500
422,Laptop,Asus,grey,0.704747576,500
423,Laptop,Asus,black,0.704747576,500
424,Laptop,Asus,black,0.704747576,500
425,Laptop,Asus,black,0.704747576,500
426,Laptop,Asus,black,0.704747576,500
427,Laptop,Asus,grey,0.704747576,500
428,Laptop,Asus,grey,0.704747576,500
429,Laptop,Asus,grey,0.704747576,500
430,Laptop,Asus,black,0.704747576,500
431,Laptop,Asus,black,0.704747576,500
432,Laptop,Asus,grey,0.704747576,500
433,Laptop,Asus,grey,0.704747576,500
434,Laptop,Asus,black,0.704747576,500
435,Laptop,Asus,black,0.704747576,500
436,Laptop,Asus,grey,0.704747576,500
437,Laptop,Asus,grey,0.704747576,500
438,Laptop,Asus,grey,0.704747576,500
439,Laptop,Asus,black,0.704747576,500
440,Laptop,Asus,black,0.704747576,500
441,Laptop,Asus,black,0.704747576,500
442,Laptop,Asus,black,0.704747576,500
443,Laptop,Asus,grey,0.704747576,500
444,Laptop,Asus,black,0.704747576,500
445,Laptop,Asus,black,0.704747576,500
446,Laptop,Asus,black,0.704747576,500
447,Laptop,Asus,grey,0.704747576,500
448,Laptop,Asus,black,0.704747576,500
449,Laptop,Asus,grey,0.704747576,500
450,Laptop,Asus,black,0.704747576,500
451,Laptop,Asus,grey,0.704747576,500
452,Laptop,Asus,grey,0.704747576,500
453,Laptop,Asus,grey,0.704747576,500
454,Laptop,Asus,grey,0.704747576,500
455,Laptop,Asus,black,0.704747576,500
456,Laptop,Asus,black,0.704747576,500
457,Laptop,Asus,black,0.704747576,500
458,Laptop,Asus,black,0.704747576,500
459,Laptop,Asus,grey,0.704747576,500
460,Laptop,Asus,grey,0.704747576,500
461,Laptop,Asus,grey,0.704747576,500
462,Laptop,Asus,grey,0.704747576,500
463,Laptop,Asus,black,0.704747576,500
464,Laptop,Asus,black,0.704747576,500
465,Laptop,Asus,black,0.704747576,500
466,Laptop,Asus,black,0.704747576,500
467,Laptop,Asus,black,0.704747576,500
468,Laptop,Asus,black,0.704747576,500
469,Laptop,Asus,black,0.704747576,500
470,Laptop,Asus,black,0.704747576,500
471,Laptop,Asus,grey,0.704747576,500
472,Laptop,Asus,grey,0.704747576,500
473,Laptop,Asus,grey,0.704747576,500
474,Laptop,Asus,black,0.704747576,500
475,Laptop,Asus,black,0.704747576,500
476,Laptop,Asus,grey,0.704747576,500
477,Laptop,Asus,grey,0.704747576,500
478,Laptop,Asus,black,0.704747576,500
479,Laptop,Asus,grey,0.704747576,500
480,Laptop,Asus,black,0.704747576,500
481,Laptop,Asus,black,0.704747576,500
482,Laptop,Asus,grey,0.704747576,500
483,Laptop,Asus,grey,0.704747576,500
484,Laptop,Asus,grey,0.704747576,500
485,Laptop,Asus,grey,0.704747576,500
486,Laptop,Asus,black,0.704747576,500
487,Laptop,Asus,black,0.704747576,500
488,Laptop,Asus,grey,0.704747576,500
489,Laptop,Asus,black,0.704747576,500
490,Laptop,Asus,black,0.704747576,500
491,Laptop,Asus,grey,0.704747576,500
492,Laptop,Asus,grey,0.704747576,500
493,Laptop,Asus,grey,0.704747576,500
494,Laptop,Asus,black,0.704747576,500
495,Laptop,Asus,black,0.704747576,500
496,Laptop,Asus,grey,0.704747576,500
497,Laptop,Asus,black,0.704747576,500
498,Laptop,Asus,black,0.704747576,500
499,Laptop,Asus,grey,0.704747576,500
500,Laptop,Asus,black,0.704747576,500
501,Laptop,Asus,black,0.704747576,500
502,Laptop,Asus,grey,0.704747576,500
503,Laptop,Asus,grey,0.704747576,500
504,Laptop,Asus,black,0.704747576,500
505,Laptop,Asus,grey,0.704747576,500
506,Laptop,Asus,grey,0.704747576,500
507,Laptop,Asus,black,0.704747576,500
508,Laptop,Asus,grey,0.704747576,500
509,Laptop,Asus,grey,0.704747576,500
510,Laptop,Asus,grey,0.704747576,500
511,Laptop,Asus,black,0.704747576,500
512,Laptop,Asus,black,0.704747576,500
513,Laptop,Asus,black,0.704747576,500
514,Laptop,Asus,black,0.704747576,500
515,Laptop,Asus,grey,0.704747576,500
516,Laptop,Asus,grey,0.704747576,500
517,Laptop,Asus,black,0.704747576,500
518,Laptop,Asus,black,0.704747576,500
519,Laptop,Asus,grey,0.704747576,500
520,Laptop,Asus,grey,0.704747576,500
521,Laptop,Asus,grey,0.704747576,500
522,Laptop,Asus,grey,0.704747576,500
523,Laptop,Asus,black,0.704747576,500
524,Laptop,Asus,black,0.704747576,500
525,Laptop,Asus,black,0.704747576,500
526,Laptop,Asus,grey,0.704747576,500
527,Laptop,Asus,grey,0.704747576,500
528,Laptop,Asus,grey,0.704747576,500
529,Laptop,Asus,black,0.704747576,500
530,Laptop,Asus,black,0.704747576,500
531,Laptop,Asus,black,0.704747576,500
532,Laptop,Asus,grey,0.704747576,500
533,Laptop,Asus,grey,0.704747576,500
534,Laptop,Asus,black,0.704747576,500
535,Laptop,Asus,black,0.704747576,500
536,Laptop,Asus,black,0.704747576,500
537,Laptop,Asus,grey,0.704747576,500
538,Laptop,Asus,grey,0.704747576,500
539,Laptop,Asus,grey,0.704747576,500
540,Laptop,Asus,black,0.704747576,500
541,Laptop,Asus,black,0.704747576,500
542,Laptop,Asus,grey,0.704747576,500
543,Laptop,Asus,black,0.704747576,500
544,Laptop,Asus,grey,0.704747576,500
545,Laptop,Asus,black,0.704747576,500
546,Laptop,Asus,black,0.704747576,500
547,Laptop,Asus,black,0.704747576,500
548,Laptop,Asus,black,0.704747576,500
549,Laptop,Asus,grey,0.704747576,500
550,Laptop,Asus,grey,0.704747576,500
551,Laptop,Asus,grey,0.704747576,500
552,Laptop,Asus,black,0.704747576,500
553,Laptop,Asus,black,0.704747576,500
554,Laptop,Asus,grey,0.704747576,500
555,Laptop,Asus,grey,0.704747576,500
556,Laptop,Asus,black,0.704747576,500
557,Laptop,Asus,grey,0.704747576,500
558,Laptop,Asus,black,0.704747576,500
559,Laptop,Asus,black,0.704747576,500
560,Laptop,Asus,grey,0.704747576,500
561,Laptop,Asus,black,0.704747576,500
562,Laptop,Asus,grey,0.704747576,500
563,Laptop,Asus,grey,0.704747576,500
564,Laptop,Asus,black,0.704747576,500
565,Laptop,Asus,black,0.704747576,500
566,Laptop,Asus,black,0.704747576,500
567,Laptop,Asus,black,0.704747576,500
568,Laptop,Asus,black,0.704747576,500
569,Laptop,Asus,black,0.704747576,500
570,Laptop,Asus,black,0.704747576,500
571,Laptop,Asus,grey,0.704747576,500
572,Laptop,Asus,black,0.704747576,500
573,Laptop,Asus,grey,0.704747576,500
574,Laptop,Asus,grey,0.704747576,500
575,Laptop,Asus,grey,0.704747576,500
576,Laptop,Asus,black,0.704747576,500
577,Laptop,Asus,black,0.704747576,500
578,Laptop,Vaio,black,0.704747576,500
579,Laptop,Vaio,black,0.704747576,500
580,Laptop,Vaio,black,0.704747576,500
581,Laptop,Vaio,grey,0.704747576,500
582,Laptop,Vaio,black,0.704747576,500
583,Laptop,Vaio,grey,0.704747576,500
584,Laptop,Vaio,black,0.704747576,500
585,Laptop,Vaio,grey,0.704747576,500
586,Laptop,Vaio,grey,0.704747576,500
587,Laptop,Vaio,black,0.704747576,500
588,Laptop,Vaio,grey,0.704747576,500
589,Laptop,Vaio,grey,0.704747576,500
590,Laptop,Vaio,grey,0.704747576,500
591,Laptop,Vaio,grey,0.704747576,500
592,Laptop,Vaio,grey,0.704747576,500
593,Laptop,Vaio,black,0.704747576,500
594,Laptop,Vaio,black,0.704747576,500
595,Laptop,Vaio,black,0.704747576,500
596,Laptop,Vaio,grey,0.704747576,500
597,Laptop,Vaio,black,0.704747576,500
598,Laptop,Vaio,grey,0.704747576,500
599,Laptop,Vaio,black,0.704747576,500
600,Laptop,Vaio,black,0.704747576,500
601,Laptop,Vaio,black,0.704747576,500
602,Laptop,Vaio,black,0.704747576,500
603,Laptop,Vaio,grey,0.704747576,500
604,Laptop,Vaio,grey,0.704747576,500
605,Laptop,Vaio,black,0.704747576,500
606,Laptop,Vaio,grey,0.704747576,500
607,Laptop,Vaio,grey,0.704747576,500
608,Laptop,Vaio,black,0.704747576,500
609,Laptop,Vaio,black,0.704747576,500
610,Laptop,Vaio,black,0.704747576,500
611,Laptop,Vaio,grey,0.704747576,500
612,Laptop,Vaio,grey,0.704747576,500
613,Laptop,Vaio,black,0.704747576,500
614,Laptop,Vaio,black,0.704747576,500
615,Laptop,Vaio,black,0.704747576,500
616,Laptop,Vaio,grey,0.704747576,500
617,Laptop,Vaio,grey,0.704747576,500
618,Laptop,Vaio,black,0.704747576,500
619,Laptop,Vaio,grey,0.704747576,500
620,Laptop,Vaio,black,0.704747576,500
621,Laptop,Vaio,grey,0.704747576,500
622,Laptop,Vaio,grey,0.704747576,500
623,Laptop,Vaio,black,0.704747576,500
624,Laptop,Vaio,grey,0.704747576,500
625,Laptop,Vaio,black,0.704747576,500
626,Laptop,Vaio,grey,0.704747576,500
627,Laptop,Vaio,grey,0.704747576,500
628,Laptop,Vaio,grey,0.704747576,500
629,Laptop,Vaio,grey,0.704747576,500
630,Laptop,Vaio,black,0.704747576,500
