pid,rid,rating,sentiment
18,361,2,0.25
18,362,3,0.5
18,363,3,0.5
18,364,3,0.4
18,365,2,0.35
18,366,2,0.3
18,367,4,0.6
18,368,2,0.3
18,369,4,0.6
18,370,5,0.75
18,371,4,0.55
18,372,3,0.4
18,373,4,0.6
18,374,2,0.35
18,375,2,0.35
18,376,4,0.6
18,377,4,0.65
18,378,4,0.55
18,379,2,0.35
19,380,2,0.3
19,381,2,0.3
19,382,3,0.45
19,383,4,0.6
19,384,3,0.5
19,385,3,0.4
19,386,4,0.6
19,387,2,0.3
19,388,3,0.5
19,389,4,0.6
19,390,4,0.6
19,391,2,0.35
19,392,3,0.5
19,393,2,0.3
19,394,3,0.45
19,395,2,0.25
19,396,2,0.25
19,397,3,0.4
19,398,4,0.6
19,399,3,0.45
20,400,3,0.5
20,401,3,0.45
20,402,3,0.4
20,403,3,0.45
20,404,3,0.4
20,405,2,0.3
20,406,4,0.6
20,407,4,0.6
20,408,3,0.4
20,409,3,0.5
20,410,3,0.45
20,411,2,0.35
20,412,3,0.5
20,413,2,0.25
20,414,3,0.45
20,415,2,0.35
20,416,2,0.3
20,417,4,0.55
20,418,4,0.55
20,419,2,0.3
21,420,3,0.5
21,421,2,0.35
21,422,2,0.35
21,423,3,0.4
21,424,3,0.4
21,425,2,0.3
21,426,2,0.3
21,427,2,0.3
21,428,4,0.55
21,429,2,0.3
21,430,3,0.45
21,431,4,0.55
21,432,3,0.45
21,433,3,0.45
21,434,4,0.55
21,435,4,0.6
21,436,4,0.6
21,437,2,0.3
21,438,2,0.3
21,439,2,0.3
22,440,5,0.75
22,441,2,0.3
22,442,2,0.35
22,443,3,0.4
22,444,3,0.45
22,445,3,0.5
22,446,4,0.55
22,447,4,0.6
22,448,2,0.3
22,449,4,0.6
22,450,2,0.25
22,451,4,0.55
22,452,4,0.55
22,453,4,0.55
22,454,3,0.45
22,455,2,0.3
22,456,2,0.35
22,457,4,0.6
22,458,3,0.5
22,459,3,0.45
23,460,3,0.5
23,461,4,0.55
23,462,5,0.7
23,463,5,0.75
23,464,5,0.8
23,465,2,0.35
23,466,3,0.4
23,467,2,0.35
23,468,3,0.45
23,469,2,0.3
23,470,3,0.45
23,471,2,0.25
23,472,4,0.65
23,473,5,0.7
23,474,5,0.75
23,475,4,0.6
23,476,3,0.5
23,477,2,0.35
23,478,3,0.4
23,479,3,0.5
24,480,3,0.45
24,481,2,0.35
24,482,2,0.35
24,483,2,0.3
24,484,2,0.3
24,485,3,0.45
24,486,4,0.6
24,487,3,0.45
24,488,3,0.5
24,489,2,0.35
24,490,3,0.5
24,491,4,0.6
24,492,2,0.3
24,493,2,0.35
24,494,4,0.6
24,495,2,0.3
24,496,4,0.6
24,497,4,0.6
24,498,4,0.65
24,499,4,0.55
25,500,2,0.35
25,501,2,0.25
25,502,4,0.6
25,503,3,0.45
25,504,2,0.3
25,505,3,0.45
25,506,2,0.3
25,507,3,0.45
25,508,5,0.7
25,509,3,0.5
25,510,5,0.8
25,511,2,0.3
25,512,2,0.35
25,513,3,0.4
25,514,5,0.75
25,515,3,0.45
25,516,4,0.55
25,517,4,0.55
25,518,3,0.5
25,519,2,0.3
26,520,2,0.35
26,521,2,0.25
26,522,3,0.4
26,523,4,0.65
26,524,2,0.3
26,525,2,0.3
26,526,3,0.4
26,527,2,0.3
26,528,5,0.7
26,529,2,0.3
26,530,4,0.6
26,531,3,0.45
26,532,4,0.55
26,533,2,0.3
26,534,4,0.6
26,535,2,0.3
26,536,4,0.6
26,537,4,0.55
26,538,3,0.5
26,539,3,0.45
27,540,4,0.65
27,541,3,0.45
27,542,4,0.6
27,543,5,0.7
27,544,2,0.3
27,545,5,0.7
27,546,3,0.45
27,547,5,0.7
27,548,5,0.7
27,549,5,0.75
27,550,3,0.5
27,551,2,0.3
27,552,2,0.35
27,553,3,0.45
27,554,4,0.65
27,555,3,0.5
27,556,5,0.75
27,557,3,0.45
27,558,3,0.4
27,559,2,0.35
28,560,4,0.6
28,561,4,0.6
28,562,3,0.45
28,563,3,0.45
28,564,2,0.35
28,565,3,0.4
28,566,2,0.3
28,567,4,0.6
28,568,5,0.8
28,569,4,0.6
28,570,2,0.3
28,571,3,0.45
28,572,4,0.65
28,573,2,0.35
28,574,5,0.8
28,575,4,0.65
28,576,4,0.6
28,577,5,0.75
28,578,4,0.65
28,579,2,0.35
29,580,2,0.35
29,581,2,0.3
29,582,3,0.5
29,583,2,0.35
29,584,4,0.55
29,585,3,0.45
29,586,2,0.35
29,587,3,0.45
29,588,2,0.3
29,589,4,0.55
29,590,4,0.6
29,591,2,0.3
29,592,3,0.5
29,593,2,0.3
29,594,2,0.3
29,595,2,0.3
29,596,4,0.65
29,597,4,0.6
29,598,2,0.3
29,599,2,0.3
30,600,4,0.65
30,601,2,0.25
30,602,3,0.45
30,603,3,0.45
30,604,3,0.5
30,605,4,0.55
30,606,2,0.35
30,607,3,0.5
30,608,3,0.45
30,609,4,0.6
30,610,2,0.35
30,611,4,0.55
30,612,4,0.65
30,613,2,0.35
30,614,4,0.65
30,615,2,0.3
30,616,3,0.45
30,617,3,0.45
30,618,4,0.6
30,619,2,0.25
31,620,4,0.55
31,621,4,0.65
31,622,4,0.6
31,623,3,0.45
31,624,5,0.8
31,625,4,0.6
31,626,4,0.6
31,627,3,0.45
31,628,3,0.4
31,629,2,0.35
31,630,3,0.4
31,631,2,0.3
31,632,3,0.5
31,633,2,0.35
31,634,4,0.55
31,635,2,0.35
31,636,2,0.3
31,637,2,0.35
31,638,4,0.65
31,639,2,0.3
32,640,4,0.65
32,641,3,0.5
32,642,4,0.6
32,643,2,0.3
32,644,4,0.6
32,645,4,0.55
32,646,2,0.35
32,647,2,0.35
32,648,2,0.3
32,649,4,0.6
32,650,3,0.5
32,651,2,0.35
32,652,2,0.25
32,653,2,0.3
32,654,4,0.6
32,655,2,0.35
32,656,3,0.4
32,657,4,0.65
32,658,3,0.45
32,659,2,0.35
33,660,3,0.45
33,661,4,0.6
33,662,4,0.6
33,663,3,0.45
33,664,3,0.4
33,665,2,0.3
33,666,5,0.8
33,667,3,0.45
33,668,4,0.65
33,669,5,0.75
33,670,2,0.25
33,671,2,0.35
33,672,3,0.45
33,673,4,0.65
33,674,2,0.35
33,675,2,0.35
33,676,3,0.45
33,677,3,0.5
33,678,2,0.35
33,679,4,0.55
34,680,3,0.4
34,681,2,0.3
34,682,4,0.6
34,683,2,0.3
34,684,4,0.6
34,685,2,0.3
34,686,3,0.45
34,687,4,0.55
34,688,2,0.35
34,689,4,0.65
34,690,4,0.65
34,691,2,0.35
34,692,2,0.3
34,693,3,0.45
34,694,2,0.3
34,695,2,0.35
34,696,2,0.25
34,697,2,0.3
34,698,4,0.6
34,699,3,0.5
35,700,2,0.25
35,701,5,0.75
35,702,4,0.6
35,703,2,0.3
35,704,4,0.55
35,705,2,0.35
35,706,2,0.35
35,707,2,0.35
35,708,3,0.5
35,709,4,0.65
35,710,4,0.65
35,711,2,0.3
35,712,5,0.7
35,713,3,0.45
35,714,2,0.35
35,715,4,0.6
35,716,4,0.65
35,717,3,0.5
35,718,2,0.35
35,719,2,0.3
36,720,2,0.3
36,721,3,0.45
36,722,4,0.55
36,723,4,0.65
36,724,3,0.4
36,725,2,0.35
36,726,2,0.3
36,727,4,0.65
36,728,4,0.6
36,729,3,0.5
36,730,3,0.45
36,731,4,0.6
36,732,3,0.45
36,733,2,0.3
36,734,3,0.45
36,735,4,0.6
36,736,2,0.25
36,737,3,0.45
36,738,3,0.5
36,739,3,0.45
37,740,3,0.5
37,741,4,0.6
37,742,4,0.6
37,743,4,0.65
37,744,4,0.6
37,745,4,0.6
37,746,4,0.6
37,747,4,0.6
37,748,2,0.3
37,749,2,0.3
37,750,4,0.65
37,751,2,0.3
37,752,2,0.3
37,753,3,0.45
37,754,4,0.65
37,755,3,0.45
37,756,4,0.55
37,757,2,0.35
37,758,3,0.45
37,759,4,0.6
38,760,4,0.55
38,761,3,0.45
38,762,5,0.7
38,763,4,0.65
38,764,3,0.45
38,765,3,0.45
38,766,3,0.5
38,767,2,0.35
38,768,4,0.65
38,769,4,0.6
38,770,2,0.35
38,771,2,0.35
38,772,4,0.65
38,773,3,0.5
38,774,3,0.45
38,775,3,0.4
38,776,2,0.35
38,777,2,0.3
38,778,2,0.35
38,779,3,0.4
39,780,4,0.65
39,781,3,0.5
39,782,4,0.65
39,783,4,0.65
39,784,2,0.35
39,785,3,0.45
39,786,2,0.35
39,787,4,0.6
39,788,3,0.45
39,789,4,0.6
39,790,2,0.3
39,791,4,0.55
39,792,3,0.4
39,793,3,0.45
39,794,4,0.65
39,795,5,0.7
39,796,3,0.5
39,797,2,0.3
39,798,3,0.4
39,799,3,0.45
40,800,4,0.6
40,801,4,0.65
40,802,2,0.3
40,803,2,0.3
40,804,4,0.6
40,805,2,0.3
40,806,2,0.3
40,807,4,0.55
40,808,3,0.5
40,809,2,0.3
40,810,4,0.6
40,811,3,0.5
40,812,3,0.45
40,813,4,0.55
40,814,3,0.45
40,815,5,0.7
40,816,4,0.55
40,817,2,0.25
40,818,4,0.6
40,819,4,0.6
41,820,4,0.6
41,821,4,0.55
41,822,2,0.35
41,823,2,0.3
41,824,4,0.6
41,825,2,0.3
41,826,4,0.65
41,827,2,0.3
41,828,4,0.6
41,829,3,0.4
41,830,2,0.35
41,831,4,0.6
41,832,3,0.4
41,833,4,0.6
41,834,3,0.45
41,835,4,0.55
41,836,2,0.3
41,837,2,0.35
41,838,2,0.3
41,839,2,0.35
42,840,4,0.6
42,841,3,0.45
42,842,3,0.5
42,843,3,0.4
42,844,2,0.35
42,845,3,0.5
42,846,4,0.55
42,847,3,0.45
42,848,4,0.6
42,849,2,0.25
42,850,3,0.45
42,851,4,0.65
42,852,3,0.4
42,853,2,0.3
42,854,4,0.6
42,855,2,0.3
42,856,4,0.55
42,857,3,0.45
42,858,4,0.55
42,859,4,0.55
43,860,2,0.3
43,861,5,0.7
43,862,3,0.5
43,863,3,0.45
43,864,4,0.65
43,865,3,0.45
43,866,3,0.5
43,867,3,0.4
43,868,3,0.5
43,869,4,0.6
43,870,4,0.65
43,871,4,0.6
43,872,4,0.55
43,873,3,0.4
43,874,4,0.6
43,875,5,0.7
43,876,3,0.45
43,877,3,0.5
43,878,3,0.4
43,879,5,0.75
44,880,3,0.5
44,881,4,0.55
44,882,2,0.35
44,883,2,0.25
44,884,3,0.4
44,885,5,0.7
44,886,5,0.7
44,887,2,0.35
44,888,3,0.45
44,889,2,0.3
44,890,3,0.45
44,891,2,0.3
44,892,2,0.35
44,893,4,0.6
44,894,4,0.6
44,895,2,0.25
44,896,3,0.5
44,897,2,0.3
44,898,3,0.45
44,899,2,0.35
45,900,3,0.5
45,901,4,0.6
45,902,2,0.3
45,903,3,0.4
45,904,3,0.5
45,905,3,0.4
45,906,2,0.3
45,907,2,0.3
45,908,4,0.6
45,909,2,0.35
45,910,3,0.4
45,911,2,0.35
45,912,4,0.6
45,913,5,0.75
45,914,2,0.25
45,915,3,0.45
45,916,2,0.3
45,917,3,0.45
45,918,3,0.4
45,919,3,0.45
46,920,3,0.45
46,921,2,0.3
46,922,4,0.6
46,923,5,0.75
46,924,4,0.6
46,925,4,0.6
46,926,4,0.55
46,927,2,0.35
46,928,3,0.45
46,929,3,0.4
46,930,3,0.5
46,931,2,0.3
46,932,4,0.6
46,933,2,0.3
46,934,4,0.6
46,935,3,0.45
46,936,4,0.6
46,937,2,0.3
46,938,4,0.65
46,939,3,0.45
47,940,2,0.35
47,941,3,0.5
47,942,4,0.65
47,943,5,0.7
47,944,2,0.3
47,945,2,0.3
47,946,3,0.45
47,947,2,0.25
47,948,4,0.65
47,949,2,0.3
47,950,4,0.65
47,951,3,0.4
47,952,3,0.45
47,953,5,0.75
47,954,2,0.35
47,955,3,0.4
47,956,4,0.6
47,957,4,0.65
47,958,2,0.25
47,959,4,0.6
48,960,4,0.55
48,961,2,0.35
48,962,2,0.25
48,963,5,0.75
48,964,3,0.5
48,965,4,0.65
48,966,3,0.45
48,967,4,0.55
48,968,3,0.45
48,969,4,0.55
48,970,3,0.5
48,971,3,0.4
48,972,3,0.4
48,973,3,0.5
48,974,2,0.35
48,975,3,0.5
48,976,4,0.6
48,977,3,0.5
48,978,4,0.6
48,979,4,0.55
49,980,3,0.45
49,981,2,0.25
49,982,4,0.55
49,983,3,0.45
49,984,2,0.35
49,985,2,0.3
49,986,3,0.5
49,987,3,0.5
49,988,2,0.3
49,989,2,0.35
49,990,5,0.75
49,991,2,0.35
49,992,4,0.6
49,993,3,0.45
49,994,3,0.45
49,995,2,0.3
49,996,4,0.65
49,997,3,0.45
49,998,4,0.6
49,999,3,0.4
50,1000,3,0.4
50,1001,4,0.6
50,1002,3,0.45
50,1003,3,0.5
50,1004,3,0.5
50,1005,3,0.4
50,1006,3,0.45
50,1007,4,0.6
50,1008,3,0.5
50,1009,3,0.5
50,1010,2,0.3
50,1011,3,0.4
50,1012,4,0.55
50,1013,3,0.45
50,1014,5,0.75
50,1015,3,0.45
50,1016,3,0.5
50,1017,4,0.6
50,1018,4,0.6
50,1019,3,0.4
51,1020,3,0.45
51,1021,2,0.3
51,1022,2,0.25
51,1023,5,0.8
51,1024,2,0.35
51,1025,4,0.6
51,1026,4,0.55
51,1027,2,0.3
51,1028,3,0.4
51,1029,5,0.75
51,1030,3,0.5
51,1031,3,0.4
51,1032,5,0.7
51,1033,3,0.45
51,1034,2,0.35
51,1035,4,0.55
51,1036,2,0.3
51,1037,3,0.4
51,1038,4,0.55
51,1039,3,0.5
52,1040,4,0.6
52,1041,2,0.3
52,1042,4,0.6
52,1043,3,0.5
52,1044,3,0.45
52,1045,3,0.4
52,1046,4,0.65
52,1047,2,0.25
52,1048,2,0.3
52,1049,5,0.75
52,1050,3,0.4
52,1051,2,0.3
52,1052,2,0.35
52,1053,2,0.3
52,1054,2,0.3
52,1055,4,0.65
52,1056,5,0.8
52,1057,5,0.75
52,1058,4,0.6
52,1059,5,0.7
53,1060,2,0.35
53,1061,3,0.45
53,1062,4,0.6
53,1063,3,0.4
53,1064,3,0.45
53,1065,2,0.35
53,1066,3,0.45
53,1067,2,0.25
53,1068,2,0.3
53,1069,5,0.8
53,1070,4,0.55
53,1071,4,0.55
53,1072,2,0.35
53,1073,2,0.3
53,1074,2,0.35
53,1075,4,0.6
53,1076,4,0.6
53,1077,4,0.55
53,1078,3,0.45
53,1079,5,0.75
54,1080,3,0.5
54,1081,2,0.25
54,1082,4,0.6
54,1083,2,0.35
54,1084,3,0.5
54,1085,4,0.65
54,1086,4,0.65
54,1087,3,0.45
54,1088,2,0.3
54,1089,3,0.45
54,1090,5,0.75
54,1091,5,0.7
54,1092,3,0.4
54,1093,3,0.5
54,1094,4,0.6
54,1095,4,0.6
54,1096,5,0.7
54,1097,5,0.75
54,1098,4,0.6
54,1099,4,0.6
55,1100,4,0.65
55,1101,2,0.35
55,1102,3,0.45
55,1103,4,0.65
55,1104,4,0.65
55,1105,3,0.5
55,1106,3,0.4
55,1107,3,0.45
55,1108,5,0.7
55,1109,2,0.3
55,1110,2,0.35
55,1111,2,0.35
55,1112,4,0.6
55,1113,4,0.55
55,1114,3,0.45
55,1115,4,0.55
55,1116,4,0.6
55,1117,2,0.35
55,1118,2,0.3
55,1119,4,0.65
56,1120,2,0.35
56,1121,4,0.55
56,1122,2,0.3
56,1123,5,0.75
56,1124,3,0.45
56,1125,3,0.5
56,1126,2,0.3
56,1127,2,0.35
56,1128,2,0.3
56,1129,4,0.6
56,1130,2,0.35
56,1131,3,0.4
56,1132,5,0.75
56,1133,4,0.6
56,1134,4,0.65
56,1135,2,0.35
56,1136,4,0.65
56,1137,3,0.4
56,1138,3,0.5
56,1139,3,0.5
57,1140,2,0.3
57,1141,3,0.4
57,1142,3,0.45
57,1143,3,0.45
57,1144,2,0.3
57,1145,5,0.7
57,1146,4,0.65
57,1147,3,0.5
57,1148,3,0.4
57,1149,4,0.55
57,1150,2,0.3
57,1151,3,0.5
57,1152,2,0.35
57,1153,5,0.75
57,1154,2,0.3
57,1155,2,0.35
57,1156,4,0.65
57,1157,3,0.5
57,1158,4,0.65
57,1159,3,0.4
58,1160,3,0.4
58,1161,3,0.45
58,1162,2,0.3
58,1163,2,0.35
58,1164,4,0.6
58,1165,3,0.45
58,1166,2,0.3
58,1167,4,0.55
58,1168,4,0.65
58,1169,4,0.65
58,1170,4,0.6
58,1171,4,0.55
58,1172,2,0.35
58,1173,5,0.7
58,1174,3,0.5
58,1175,5,0.7
58,1176,2,0.3
58,1177,5,0.75
58,1178,2,0.35
58,1179,2,0.25
59,1180,4,0.55
59,1181,2,0.35
59,1182,2,0.35
59,1183,4,0.55
59,1184,3,0.45
59,1185,3,0.5
59,1186,3,0.45
59,1187,4,0.55
59,1188,2,0.3
59,1189,3,0.45
59,1190,2,0.35
59,1191,3,0.45
59,1192,2,0.35
59,1193,3,0.45
59,1194,2,0.3
59,1195,4,0.65
59,1196,2,0.35
59,1197,4,0.6
59,1198,3,0.5
59,1199,4,0.65
60,1200,3,0.45
60,1201,3,0.5
60,1202,2,0.3
60,1203,3,0.45
60,1204,2,0.35
60,1205,4,0.6
60,1206,2,0.3
60,1207,2,0.35
60,1208,4,0.55
60,1209,3,0.5
60,1210,2,0.3
60,1211,3,0.5
60,1212,2,0.35
60,1213,4,0.6
60,1214,2,0.35
60,1215,4,0.55
60,1216,2,0.3
60,1217,4,0.55
60,1218,2,0.35
60,1219,4,0.55
61,1220,2,0.3
61,1221,3,0.45
61,1222,2,0.25
61,1223,4,0.55
61,1224,3,0.45
61,1225,4,0.55
61,1226,2,0.35
61,1227,3,0.4
61,1228,3,0.45
61,1229,2,0.3
61,1230,2,0.3
61,1231,5,0.75
61,1232,3,0.4
61,1233,4,0.55
61,1234,4,0.6
61,1235,4,0.6
61,1236,4,0.55
61,1237,3,0.45
61,1238,2,0.25
61,1239,3,0.45
62,1240,4,0.6
62,1241,5,0.7
62,1242,4,0.55
62,1243,3,0.45
62,1244,4,0.55
62,1245,4,0.55
62,1246,3,0.4
62,1247,2,0.35
62,1248,3,0.4
62,1249,4,0.55
62,1250,3,0.5
62,1251,4,0.55
62,1252,4,0.6
62,1253,4,0.65
62,1254,2,0.3
62,1255,2,0.35
62,1256,4,0.55
62,1257,4,0.65
62,1258,2,0.35
62,1259,3,0.45
63,1260,5,0.7
63,1261,5,0.7
63,1262,2,0.3
63,1263,2,0.25
63,1264,2,0.35
63,1265,3,0.45
63,1266,4,0.6
63,1267,4,0.6
63,1268,4,0.65
63,1269,5,0.8
63,1270,2,0.3
63,1271,3,0.5
63,1272,2,0.25
63,1273,2,0.3
63,1274,2,0.3
63,1275,5,0.75
63,1276,5,0.75
63,1277,4,0.6
63,1278,3,0.4
63,1279,4,0.6
64,1280,3,0.45
64,1281,3,0.45
64,1282,4,0.6
64,1283,4,0.6
64,1284,4,0.6
64,1285,2,0.35
64,1286,4,0.55
64,1287,4,0.6
64,1288,4,0.6
64,1289,2,0.25
64,1290,4,0.6
64,1291,2,0.3
64,1292,4,0.65
64,1293,5,0.75
64,1294,3,0.4
64,1295,4,0.65
64,1296,3,0.45
64,1297,2,0.3
64,1298,3,0.5
64,1299,4,0.6
65,1300,3,0.5
65,1301,2,0.35
65,1302,4,0.6
65,1303,3,0.4
65,1304,2,0.3
65,1305,3,0.45
65,1306,4,0.55
65,1307,5,0.75
65,1308,2,0.3
65,1309,4,0.55
65,1310,2,0.35
65,1311,2,0.3
65,1312,3,0.45
65,1313,2,0.35
65,1314,3,0.45
65,1315,3,0.5
65,1316,3,0.45
65,1317,2,0.3
65,1318,4,0.65
65,1319,4,0.6
66,1320,4,0.6
66,1321,4,0.65
66,1322,3,0.5
66,1323,2,0.25
66,1324,2,0.35
66,1325,3,0.5
66,1326,4,0.6
66,1327,2,0.3
66,1328,4,0.65
66,1329,4,0.55
66,1330,3,0.5
66,1331,3,0.5
66,1332,4,0.6
66,1333,2,0.3
66,1334,3,0.4
66,1335,2,0.3
66,1336,2,0.3
66,1337,4,0.55
66,1338,2,0.35
66,1339,3,0.45
67,1340,2,0.35
67,1341,3,0.4
67,1342,4,0.55
67,1343,4,0.55
67,1344,4,0.6
67,1345,2,0.3
67,1346,3,0.4
67,1347,3,0.45
67,1348,3,0.45
67,1349,2,0.3
67,1350,4,0.55
67,1351,2,0.3
67,1352,4,0.65
67,1353,4,0.55
67,1354,2,0.3
67,1355,2,0.35
67,1356,3,0.45
67,1357,3,0.45
67,1358,2,0.35
67,1359,3,0.5
68,1360,4,0.55
